description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
Azure,2,Up 4 places+4,"£65,000",+4.00%,"3,272","12,119",13.33%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,6,Up 18 places+18,"£70,000",-,"4,890","9,368",10.30%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,7,Up 30 places+30,"£57,750",-3.75%,"1,805","8,803",9.68%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,13,Down -3 places-3,"£70,000",-5.32%,"3,973","6,725",7.40%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,16,Up 3 places+3,"£70,000",-3.44%,"2,120","6,101",6.71%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,18,Down -7 places-7,"£57,500",-4.16%,"3,048","5,817",6.40%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,20,Down -8 places-8,"£72,500",+0.69%,"2,314","5,527",6.08%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,65,Down -37 places-37,"£70,000",-6.04%,"1,691","2,454",2.70%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,74,Down -49 places-49,"£59,773",-8.04%,"1,862","2,176",2.39%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,157,Down -24 places-24,"£70,000",-2.76%,908,"1,159",1.27%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,214,Down -80 places-80,"£85,000",+6.25%,336,831,0.91%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,342,Down -40 places-40,"£82,500",-8.33%,189,450,0.49%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=8,8
R,459,Down -77 places-77,"£36,750",-40.72%,247,268,0.29%,6mo,2026-05-16,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=12,12
