description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
R,432,Down -104 places-104,"£38,750",-37.50%,271,125,0.24%,3mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=3&page=14,14
Azure,3,Up 4 places+4,"£65,000",+4.00%,"3,833","12,083",12.97%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AI,6,Up 12 places+12,"£70,000",+5.51%,"6,008","9,510",10.21%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,7,Up 30 places+30,"£60,000",+3.29%,"2,536","8,771",9.41%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,14,Down -4 places-4,"£70,000",-3.44%,"3,672","6,716",7.21%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,16,Up 4 places+4,"£70,000",-3.44%,"3,225","6,350",6.82%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,18,Down -7 places-7,"£57,500",-4.16%,"2,504","5,891",6.32%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,21,Down -9 places-9,"£72,500",-,"2,859","5,790",6.21%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,67,Down -40 places-40,"£70,000",-6.66%,"1,163","2,512",2.70%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,77,Down -51 places-51,"£59,386",-8.63%,"1,118","2,194",2.35%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,152,Down -14 places-14,"£70,000",-2.76%,"1,234","1,234",1.32%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=4,4
Databricks,219,Down -121 places-121,"£85,000",+9.67%,522,857,0.92%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,368,Down -46 places-46,"£82,500",+1.53%,281,432,0.46%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,488,Down -117 places-117,"£39,511",-36.27%,271,257,0.28%,6mo,2026-06-03,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=13,13
