description,rank,rank_yoy_change,median_salary,median_salary_yoy_change,live_jobs,historical_vacancies_absolute,historical_vacancies_relative,period,date_scraped,source_url,page
AI,8,Up 3 places+3,"£72,500",+3.57%,"15,594","9,431",8.62%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Software Engineering,12,Up 12 places+12,"£72,500",-3.33%,"6,927","8,282",7.57%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
AWS,18,Down -5 places-5,"£72,500",-,"6,778","7,012",6.41%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Python,19,Down -9 places-9,"£70,000",-3.44%,"8,369","6,974",6.37%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Cybersecurity,20,Up 14 places+14,"£60,000",+9.09%,"4,162","6,784",6.20%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
SQL,22,Down -10 places-10,"£57,500",-,"5,032","6,524",5.96%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6,1
Java,57,Down -26 places-26,"£70,000",-6.66%,"3,304","2,830",2.59%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
JavaScript,66,Down -29 places-29,"£57,500",-11.53%,"1,951","2,582",2.36%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=2,2
Data Science,133,Up 11 places+11,"£75,000",+3.44%,"3,140","1,569",1.43%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=3,3
Databricks,204,Down -97 places-97,"£85,000",+13.33%,"1,131","1,028",0.94%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=5,5
Snowflake,362,Down -57 places-57,"£90,000",+9.09%,884,531,0.49%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=9,9
R,560,Down -178 places-178,"£55,000",-5.57%,607,237,0.22%,6mo,2026-08-29,https://www.itjobswatch.co.uk/default.aspx?q=&l=&ll=&id=0&e=5&sortby=&orderby=&p=6&page=15,15
